Order ID,Customer Name,Category,Sub Category,City,Order Date,Region,Sales,Discount,Profit,State
OD155,,Snacks,Noodles,Pudukottai,5/31/2016,West,2236.0,0.14,,Tamil Nadu
OD156,Ramesh,,,,5/31/2016,West,2188.0,0.32,809.56,Tamil Nadu
,,Oil & Masala,Edible Oil & Ghee,Salem,,West,1774.0,0.15,620.9,Tamil Nadu
,Yadav,Beverages,Soft Drinks,Ooty,,West,713.0,,192.51,Tamil Nadu
OD164,,Snacks,Cookies,,11-07-2017,West,1516.0,0.32,121.28,Tamil Nadu
OD172,Sabeela,Beverages,Health Drinks,Tirunelveli,08-05-2015,West,1412.0,0.11,564.8,Tamil Nadu
OD174,Alan,,Organic Vegetables,Viluppuram,08-05-2015,West,2476.0,0.33,420.92,
OD195,Peer,"Eggs, Meat & Fish",Eggs,Tirunelveli,10/31/2016,West,,,340.75,Tamil Nadu
OD203,Jackson,Food Grains,Organic Staples,,08-03-2015,West,,0.24,404.1,Tamil Nadu
OD219,Sabeela,Fruits & Veggies,Organic Fruits,Virudhunagar,10/28/2017,West,2368.0,,876.16,Tamil Nadu
OD237,,Bakery,Cakes,Bodi,11-12-2018,West,,0.16,,
OD250,,Beverages,Health Drinks,,12-10-2017,West,2133.0,0.26,959.85,
OD266,Harish,Fruits & Veggies,Organic Vegetables,Tirunelveli,11-10-2016,West,1167.0,,,Tamil Nadu
OD272,Krithika,Snacks,Noodles,,7/30/2016,West,,,282.88,Tamil Nadu
OD273,Muneer,Fruits & Veggies,,Viluppuram,,West,2443.0,,781.76,
OD274,Hafiz,Bakery,Cakes,Vellore,7/30/2016,West,1147.0,,137.64,Tamil Nadu
OD276,Amrish,Bakery,Cakes,,9/16/2018,West,744.0,0.11,66.96,Tamil Nadu
OD283,,,Soft Drinks,Chennai,11-02-2016,West,1007.0,0.24,433.01,Tamil Nadu
,Amrish,,Biscuits,Kanyakumari,9/26/2016,West,1544.0,,138.96,
OD286,Ridhesh,,,Ooty,9/26/2016,West,1530.0,0.18,168.3,Tamil Nadu
,Muneer,,Rice,Dharmapuri,12/26/2015,West,,0.25,184.8,Tamil Nadu
OD297,Aditi,Oil & Masala,,Krishnagiri,12/26/2015,West,1820.0,0.21,527.8,Tamil Nadu
OD310,Vinne,Snacks,,Namakkal,09-12-2017,West,,,196.14,Tamil Nadu
,,Oil & Masala,Edible Oil & Ghee,Viluppuram,09-12-2017,West,678.0,0.29,189.84,Tamil Nadu
OD312,Harish,Snacks,Chocolates,Vellore,09-12-2017,West,2417.0,0.28,,
,Willams,Beverages,Soft Drinks,,09-12-2017,West,2211.0,0.18,641.19,
OD323,,Bakery,,Pudukottai,9/19/2015,West,672.0,0.16,141.12,Tamil Nadu
OD324,Anu,,Health Drinks,Dindigul,4/23/2017,West,848.0,,228.96,Tamil Nadu
OD325,,Fruits & Veggies,Fresh Vegetables,,4/23/2017,West,,0.21,914.32,Tamil Nadu
OD335,,Oil & Masala,Spices,Perambalur,09-01-2016,West,,,442.08,Tamil Nadu
OD336,,Food Grains,Rice,Perambalur,09-01-2016,West,1501.0,0.24,210.14,Tamil Nadu
OD338,,Bakery,,Dharmapuri,07-12-2015,West,1179.0,0.2,,Tamil Nadu
,Willams,Bakery,Biscuits,Namakkal,6/22/2016,West,601.0,0.26,234.39,
OD346,Willams,,Breads & Buns,,6/15/2018,West,2068.0,0.32,165.44,Tamil Nadu
OD375,Sharon,Oil & Masala,Spices,Vellore,7/23/2015,West,905.0,0.32,,Tamil Nadu
,Hussain,,Mutton,Theni,,West,2271.0,0.35,,
OD382,Ram,,Masalas,Namakkal,10/28/2017,West,1727.0,0.27,224.51,
,Mathew,,Mutton,,10/28/2017,West,1051.0,0.34,378.36,Tamil Nadu
OD393,Hussain,Food Grains,Atta & Flour,Dharmapuri,9/21/2015,West,1797.0,0.3,,Tamil Nadu
OD395,,Food Grains,Rice,Bodi,6/30/2018,West,1865.0,0.11,354.35,Tamil Nadu
OD406,Kumar,Food Grains,Atta & Flour,Perambalur,12-08-2018,West,762.0,0.31,198.12,
OD407,Sharon,Food Grains,Rice,Tenkasi,12-08-2018,West,904.0,0.17,63.28,
OD408,Ravi,Fruits & Veggies,Fresh Fruits,Krishnagiri,12-08-2018,West,958.0,0.18,182.02,Tamil Nadu
OD409,Surya,Beverages,Soft Drinks,Trichy,,West,2193.0,0.33,899.13,
OD410,Krithika,"Eggs, Meat & Fish",Eggs,Krishnagiri,12-08-2018,West,830.0,0.14,66.4,Tamil Nadu
OD412,Harish,Snacks,Cookies,,12-08-2018,West,,0.14,753.6,Tamil Nadu
OD413,Jonas,Oil & Masala,Edible Oil & Ghee,Perambalur,,West,,0.19,256.76,Tamil Nadu
OD416,Arvind,Food Grains,Dals & Pulses,Salem,11-03-2018,West,2130.0,0.23,937.2,Tamil Nadu
OD417,,Snacks,Cookies,Dindigul,,West,2461.0,0.18,393.76,
OD418,Amrish,Beverages,Soft Drinks,Cumbum,4/14/2017,West,1863.0,0.1,,Tamil Nadu
OD420,Hussain,Beverages,Health Drinks,Tirunelveli,,West,807.0,0.32,88.77,Tamil Nadu
OD457,Ridhesh,,,Tirunelveli,,West,2142.0,0.26,664.02,Tamil Nadu
OD460,Krithika,,Atta & Flour,Viluppuram,12/15/2016,West,1213.0,0.28,,Tamil Nadu
OD461,,Food Grains,Atta & Flour,Namakkal,12/15/2016,West,,0.1,101.4,Tamil Nadu
OD464,Amrish,,Organic Staples,,4/22/2017,West,2200.0,0.23,,Tamil Nadu
OD465,Krithika,Fruits & Veggies,Fresh Vegetables,,4/22/2017,West,1238.0,0.27,,Tamil Nadu
OD466,Veena,Beverages,Soft Drinks,Bodi,4/22/2017,West,1962.0,0.22,,
OD467,Alan,Snacks,Chocolates,Pudukottai,4/22/2017,West,580.0,0.26,139.2,
OD472,,Bakery,Breads & Buns,Perambalur,11-09-2015,West,2271.0,0.23,658.59,Tamil Nadu
OD473,Amrish,,Chicken,Chennai,11-09-2015,West,1977.0,0.33,514.02,
OD474,Yadav,Beverages,Soft Drinks,Perambalur,11-09-2015,West,,0.34,208.2,Tamil Nadu
OD475,Esther,"Eggs, Meat & Fish",Fish,,11-09-2015,West,,0.19,359.55,Tamil Nadu
OD476,Haseena,Oil & Masala,Masalas,Krishnagiri,11-09-2015,West,1976.0,0.18,790.4,Tamil Nadu
,Hussain,Bakery,Breads & Buns,Perambalur,11-09-2015,West,1323.0,0.22,251.37,Tamil Nadu
OD478,Rumaiza,,Organic Staples,Perambalur,07-12-2017,West,,0.25,255.6,Tamil Nadu
OD486,,Snacks,Cookies,,06-10-2018,West,,0.14,777.2,
OD487,Harish,Fruits & Veggies,Organic Fruits,Coimbatore,06-10-2018,West,,0.14,649.44,Tamil Nadu
OD494,Sheeba,Beverages,Soft Drinks,Cumbum,05-09-2017,West,937.0,0.33,327.95,Tamil Nadu
OD497,Komal,Food Grains,Atta & Flour,Karur,,West,,0.26,545.22,Tamil Nadu
OD498,,,Health Drinks,,7/25/2017,West,1070.0,,53.5,Tamil Nadu
OD499,Vidya,Fruits & Veggies,Organic Vegetables,Virudhunagar,,West,1948.0,0.25,818.16,Tamil Nadu
,Komal,"Eggs, Meat & Fish",Mutton,Kanyakumari,7/25/2017,West,702.0,,161.46,Tamil Nadu
OD501,Veena,Beverages,,Nagercoil,5/30/2017,West,,0.23,722.61,Tamil Nadu
OD502,Arvind,"Eggs, Meat & Fish",Fish,,5/30/2017,West,548.0,0.15,115.08,Tamil Nadu
OD503,,Snacks,,Bodi,5/30/2017,West,,0.17,624.64,Tamil Nadu
OD505,Esther,Bakery,Breads & Buns,,5/30/2017,West,2292.0,0.16,114.6,Tamil Nadu
,Verma,Beverages,,Ooty,12/21/2018,West,2352.0,0.27,564.48,Tamil Nadu
OD516,Arvind,"Eggs, Meat & Fish",Eggs,Bodi,1/22/2018,West,,0.24,151.91,Tamil Nadu
OD518,Ramesh,Snacks,Noodles,Tenkasi,1/22/2018,West,1815.0,0.12,272.25,Tamil Nadu
OD519,,"Eggs, Meat & Fish",Eggs,Coimbatore,1/22/2018,West,595.0,0.21,89.25,Tamil Nadu
OD524,Jonas,Oil & Masala,Masalas,Bodi,5/21/2017,West,737.0,0.29,221.1,Tamil Nadu
OD525,Amy,"Eggs, Meat & Fish",Eggs,Kanyakumari,5/21/2017,West,,0.29,,
OD532,,"Eggs, Meat & Fish",Chicken,Coimbatore,11-07-2016,West,1245.0,0.2,,
OD533,Veena,Snacks,Noodles,Ooty,09-07-2018,West,1902.0,0.13,,Tamil Nadu
OD542,Sudha,Fruits & Veggies,Organic Fruits,Dharmapuri,7/14/2017,West,,0.12,,Tamil Nadu
,Arutra,Oil & Masala,Spices,Perambalur,6/29/2018,West,1904.0,0.26,628.32,Tamil Nadu
OD557,Yusuf,Fruits & Veggies,,Karur,06-10-2017,West,1505.0,0.29,,Tamil Nadu
OD558,,"Eggs, Meat & Fish",Eggs,Nagercoil,06-10-2017,West,,0.19,608.94,
OD559,Esther,,Noodles,Coimbatore,06-10-2017,West,1826.0,0.22,,Tamil Nadu
,Kumar,"Eggs, Meat & Fish",Fish,Tirunelveli,,West,768.0,0.25,,Tamil Nadu
OD561,Yadav,Bakery,Breads & Buns,Perambalur,11/20/2018,West,,,511.83,Tamil Nadu
OD564,,Fruits & Veggies,,Vellore,12-07-2016,West,777.0,0.25,186.48,
OD565,Akash,Beverages,Health Drinks,Virudhunagar,12-07-2016,West,2179.0,0.31,326.85,
OD566,Amrish,Fruits & Veggies,Fresh Fruits,Namakkal,12-07-2018,West,1527.0,0.16,,Tamil Nadu
OD567,Ridhesh,Bakery,,Virudhunagar,10-01-2018,West,2207.0,0.33,132.42,Tamil Nadu
OD568,Surya,"Eggs, Meat & Fish",Eggs,Trichy,10-01-2018,West,1879.0,0.28,563.7,
OD569,Yusuf,Oil & Masala,Edible Oil & Ghee,Theni,,West,1668.0,0.1,283.56,Tamil Nadu
,,,Eggs,Madurai,11-03-2017,West,2017.0,0.21,322.72,Tamil Nadu
OD581,Ridhesh,,Organic Fruits,Dharmapuri,,West,2403.0,0.14,480.6,Tamil Nadu
OD582,Suresh,,Soft Drinks,Viluppuram,12-01-2018,West,822.0,0.13,98.64,Tamil Nadu
OD583,Ramesh,Food Grains,Atta & Flour,Bodi,12-01-2018,West,,0.16,165.0,
OD584,,Fruits & Veggies,Fresh Fruits,,12-01-2018,West,,0.29,281.77,Tamil Nadu
OD589,Amy,Food Grains,,,,West,,0.29,428.16,
OD590,Veronica,Bakery,Cakes,Coimbatore,3/20/2017,West,1586.0,0.31,650.26,Tamil Nadu
,,,Masalas,Tenkasi,3/20/2017,West,,0.24,,Tamil Nadu
OD596,,Food Grains,,,,West,1770.0,0.19,177.0,Tamil Nadu
OD597,Yusuf,Beverages,Health Drinks,Vellore,,West,1298.0,0.3,272.58,Tamil Nadu
OD598,Kumar,"Eggs, Meat & Fish",Eggs,Nagercoil,08-08-2015,West,,0.12,652.86,Tamil Nadu
OD628,Alan,Fruits & Veggies,,Perambalur,5/19/2018,West,,0.28,128.28,Tamil Nadu
OD629,Esther,,Soft Drinks,Coimbatore,12/17/2018,West,566.0,0.2,215.08,Tamil Nadu
OD630,Harish,Beverages,Soft Drinks,Dharmapuri,12/17/2018,West,1551.0,0.27,155.1,Tamil Nadu
OD631,,"Eggs, Meat & Fish",Chicken,Coimbatore,12-11-2017,West,,,,Tamil Nadu
OD632,Willams,Bakery,Biscuits,,12-11-2017,West,745.0,0.26,208.6,Tamil Nadu
OD633,Rumaiza,,Rice,Dindigul,,West,540.0,0.17,32.4,Tamil Nadu
,Shree,Bakery,Breads & Buns,Vellore,8/15/2017,West,,0.28,240.76,Tamil Nadu
,Vidya,,,Theni,5/20/2017,West,1419.0,0.34,,
,Vinne,,Cookies,Tenkasi,5/20/2017,West,534.0,0.16,101.46,
OD642,,Food Grains,Atta & Flour,Vellore,,West,966.0,0.13,183.54,Tamil Nadu
OD643,Veena,Food Grains,Atta & Flour,Dharmapuri,7/30/2018,West,,0.21,427.5,
OD647,Malik,Snacks,Noodles,,04-01-2017,West,,0.25,202.65,Tamil Nadu
OD648,Aditi,Beverages,Health Drinks,Ooty,04-01-2017,West,992.0,0.33,109.12,Tamil Nadu
OD650,,Snacks,,Viluppuram,12-11-2017,West,,0.23,,Tamil Nadu
OD651,,Food Grains,Rice,Chennai,12-11-2017,West,1082.0,0.28,,
,James,Bakery,Breads & Buns,Ramanadhapuram,,West,713.0,0.28,,Tamil Nadu
OD703,Vince,Oil & Masala,Spices,Tirunelveli,,West,,0.18,268.06,Tamil Nadu
OD716,Amy,Food Grains,Dals & Pulses,Bodi,07-01-2015,West,1596.0,0.34,,Tamil Nadu
OD720,Sharon,Fruits & Veggies,Fresh Vegetables,Tenkasi,06-02-2015,West,1271.0,0.3,152.52,
,Sabeela,Beverages,Soft Drinks,Karur,,West,762.0,0.18,129.54,Tamil Nadu
OD733,Yadav,Bakery,Breads & Buns,Virudhunagar,,West,,0.14,252.9,Tamil Nadu
OD735,Arvind,Oil & Masala,,,1/21/2018,West,2158.0,0.28,366.86,
,,Snacks,Noodles,Perambalur,,West,,0.26,307.78,Tamil Nadu
OD737,,Snacks,Cookies,Pudukottai,1/21/2018,West,1333.0,0.23,199.95,
,Vidya,"Eggs, Meat & Fish",Eggs,Pudukottai,04-07-2017,West,1641.0,0.32,,Tamil Nadu
OD755,Veena,Bakery,Cakes,Perambalur,12-07-2016,West,1586.0,0.16,697.84,Tamil Nadu
,Veena,Food Grains,Rice,Trichy,8/21/2016,West,1273.0,0.32,152.76,Tamil Nadu
OD779,,,Dals & Pulses,Salem,,West,,,,Tamil Nadu
OD780,Harish,"Eggs, Meat & Fish",Eggs,,8/21/2016,West,,0.2,430.56,Tamil Nadu
OD781,Vince,Bakery,Cakes,Tenkasi,8/21/2016,West,,0.26,604.48,Tamil Nadu
OD787,,Bakery,Breads & Buns,Coimbatore,,West,1787.0,0.21,268.05,Tamil Nadu
OD795,Sheeba,Oil & Masala,,Karur,9/20/2015,West,979.0,,78.32,
OD800,,Fruits & Veggies,Organic Vegetables,Vellore,11/27/2016,West,2018.0,0.34,,
OD801,Vince,Snacks,Cookies,Namakkal,2/20/2018,West,1983.0,0.33,456.09,Tamil Nadu
OD802,Aditi,Fruits & Veggies,Organic Vegetables,Bodi,2/20/2018,West,,0.3,385.51,Tamil Nadu
,Hafiz,Bakery,Cakes,Trichy,4/22/2018,West,1736.0,,86.8,
OD806,Akash,Snacks,,Coimbatore,11-01-2015,West,1843.0,0.12,313.31,Tamil Nadu
OD807,Ganesh,Food Grains,,,11-01-2015,West,,,529.2,Tamil Nadu
,,Fruits & Veggies,Fresh Fruits,Bodi,,West,1900.0,0.34,722.0,Tamil Nadu
,Ram,"Eggs, Meat & Fish",,,10/13/2015,West,1471.0,0.16,147.1,
OD812,Yadav,,Fish,Cumbum,10/13/2015,West,874.0,,367.08,Tamil Nadu
,Arutra,Bakery,Breads & Buns,Virudhunagar,10/13/2015,West,1259.0,0.24,415.47,Tamil Nadu
OD814,Malik,,Noodles,Ramanadhapuram,,West,,0.29,83.5,Tamil Nadu
OD815,Adavan,Fruits & Veggies,Organic Fruits,,5/14/2018,West,1801.0,0.32,468.26,Tamil Nadu
OD826,Vinne,Snacks,,Virudhunagar,05-09-2015,West,1291.0,0.24,477.67,Tamil Nadu
OD843,Ravi,"Eggs, Meat & Fish",Chicken,,11-07-2017,West,680.0,0.35,108.8,Tamil Nadu
OD844,Akash,Food Grains,Rice,Madurai,11-07-2017,West,2386.0,0.29,858.96,Tamil Nadu
OD845,,Beverages,Soft Drinks,Ramanadhapuram,11-07-2017,West,2280.0,0.27,615.6,
OD846,Suresh,Beverages,Health Drinks,Madurai,11-07-2017,West,2008.0,0.24,,Tamil Nadu
OD851,Sudha,Beverages,Health Drinks,Chennai,6/20/2017,West,1100.0,0.15,308.0,Tamil Nadu
OD852,,,Fish,Karur,6/20/2017,West,,0.34,211.08,Tamil Nadu
OD862,,Bakery,Breads & Buns,Karur,,West,1263.0,0.13,88.41,Tamil Nadu
OD883,Arvind,Bakery,Breads & Buns,Theni,,West,2137.0,,512.88,
OD886,Suresh,Oil & Masala,,Dharmapuri,,West,1436.0,0.29,,
OD895,Malik,Oil & Masala,Masalas,Trichy,11-10-2017,West,1778.0,0.34,266.7,Tamil Nadu
OD896,Rumaiza,Food Grains,Atta & Flour,Dindigul,11-10-2017,West,783.0,0.19,195.75,Tamil Nadu
OD904,,Oil & Masala,Edible Oil & Ghee,Dharmapuri,04-08-2017,West,,,116.8,Tamil Nadu
OD906,,Snacks,Noodles,Kanyakumari,,West,951.0,0.26,85.59,Tamil Nadu
OD938,Haseena,Bakery,Cakes,Madurai,11-05-2018,West,1972.0,0.24,138.04,Tamil Nadu
,Yadav,Oil & Masala,,Karur,12/13/2016,West,,,255.45,
OD941,,Fruits & Veggies,Fresh Vegetables,Perambalur,6/19/2017,West,1208.0,0.28,,Tamil Nadu
,,,Masalas,Krishnagiri,12/13/2017,West,1681.0,0.21,151.29,Tamil Nadu
OD944,Alan,Food Grains,Atta & Flour,,5/29/2016,West,2135.0,,,
OD945,James,Fruits & Veggies,Organic Fruits,Nagercoil,,West,1254.0,0.33,,Tamil Nadu
OD947,Vinne,Fruits & Veggies,Fresh Vegetables,Chennai,7/26/2016,West,,,273.6,Tamil Nadu
OD957,Ravi,"Eggs, Meat & Fish",Eggs,Ooty,5/15/2018,West,,0.15,148.8,Tamil Nadu
OD958,Akash,"Eggs, Meat & Fish",Chicken,Perambalur,5/15/2018,West,1702.0,0.22,408.48,Tamil Nadu
OD959,Alan,"Eggs, Meat & Fish",Chicken,Kanyakumari,5/15/2018,West,,0.31,,Tamil Nadu
,,Bakery,Biscuits,Tirunelveli,9/22/2016,West,945.0,0.33,425.25,Tamil Nadu
,Yusuf,Snacks,,Karur,,West,1161.0,0.32,441.18,
OD963,,Bakery,Breads & Buns,,09-01-2017,West,2319.0,0.1,417.42,Tamil Nadu
OD977,,Fruits & Veggies,Fresh Vegetables,Madurai,07-09-2018,West,1205.0,0.3,494.05,Tamil Nadu
,Ram,,Dals & Pulses,Dharmapuri,,West,911.0,0.24,91.1,Tamil Nadu
,Haseena,Oil & Masala,,Dindigul,11-11-2015,West,,0.21,,Tamil Nadu
,Ram,Beverages,,Chennai,11-11-2015,West,1660.0,0.33,315.4,Tamil Nadu
OD993,Roshan,Bakery,Biscuits,Karur,8/26/2017,West,2297.0,0.3,895.83,
OD994,Jackson,Beverages,Health Drinks,Ramanadhapuram,8/26/2017,West,1534.0,0.11,475.54,Tamil Nadu
OD1100,Aditi,,Masalas,Ramanadhapuram,9/29/2018,West,,,337.04,Tamil Nadu
OD1102,Arutra,Snacks,,Tirunelveli,10/30/2018,West,1673.0,0.34,602.28,Tamil Nadu
OD1103,Surya,Fruits & Veggies,Organic Fruits,Kanyakumari,12-08-2018,West,1108.0,0.25,409.96,Tamil Nadu
OD1104,,Beverages,Health Drinks,Trichy,,West,1637.0,0.33,343.77,Tamil Nadu
OD1105,Vince,Oil & Masala,Masalas,Dharmapuri,10/14/2018,West,2389.0,0.35,238.9,Tamil Nadu
OD1106,Surya,,,Viluppuram,09-07-2018,West,566.0,0.31,249.04,
,,Beverages,Soft Drinks,,11/15/2015,West,2410.0,,241.0,Tamil Nadu
OD1109,Arvind,Fruits & Veggies,Fresh Fruits,Virudhunagar,7/20/2015,West,1008.0,0.29,372.96,Tamil Nadu
OD1110,Haseena,,Health Drinks,,4/21/2018,West,1734.0,0.2,173.4,Tamil Nadu
OD1111,,,Cookies,Tirunelveli,08-12-2018,West,1066.0,0.3,234.52,
OD1112,Ramesh,Snacks,Cookies,Virudhunagar,8/21/2018,West,1197.0,0.12,418.95,Tamil Nadu
OD1113,Malik,Bakery,Cakes,Salem,11/24/2015,West,758.0,0.11,90.96,Tamil Nadu
OD1114,,Food Grains,Atta & Flour,Dindigul,5/27/2018,West,,0.12,,Tamil Nadu
OD1116,Vinne,"Eggs, Meat & Fish",Chicken,Madurai,07-04-2017,West,2439.0,0.3,1097.55,
OD1117,Krithika,"Eggs, Meat & Fish",Fish,Theni,12-03-2017,West,1226.0,,294.24,Tamil Nadu
,Ram,Fruits & Veggies,,Bodi,,West,834.0,0.11,366.96,
OD1120,,Fruits & Veggies,Organic Fruits,Kanyakumari,6/17/2017,West,,0.1,210.2,
OD1122,Vinne,Bakery,Biscuits,Nagercoil,,West,1088.0,0.27,108.8,Tamil Nadu
OD1123,Esther,Oil & Masala,Masalas,Cumbum,9/29/2018,West,1555.0,0.1,279.9,Tamil Nadu
OD1124,,Snacks,Cookies,Coimbatore,03-07-2015,West,610.0,0.21,,Tamil Nadu
OD1125,,Snacks,,Madurai,10-02-2016,West,2440.0,0.12,,Tamil Nadu
OD1126,,"Eggs, Meat & Fish",,Ooty,8/22/2018,West,1167.0,0.17,,
OD1127,,,,Kanyakumari,11/23/2015,West,,0.19,74.04,Tamil Nadu
OD1128,Suresh,Fruits & Veggies,,Kanyakumari,11-03-2017,West,1389.0,0.28,555.6,Tamil Nadu
OD1129,Ram,,Fish,Tirunelveli,10-11-2015,West,1285.0,0.17,385.5,
OD1130,Suresh,Oil & Masala,Masalas,Namakkal,6/20/2017,West,,0.29,322.14,Tamil Nadu
OD1131,Yadav,,Breads & Buns,Dindigul,10/30/2018,West,1831.0,,109.86,Tamil Nadu
OD1132,Arutra,Beverages,Soft Drinks,Karur,12/20/2015,West,1605.0,0.29,497.55,Tamil Nadu
,Peer,Oil & Masala,Spices,Ooty,04-12-2017,West,,0.21,67.2,
OD1135,Komal,,Soft Drinks,,4/23/2018,West,2467.0,0.23,888.12,
OD1136,,Snacks,,Chennai,6/17/2017,West,,0.23,100.4,
OD1137,Komal,Fruits & Veggies,,,05-05-2017,West,,0.18,252.97,
OD1138,Sudeep,Bakery,Cakes,Perambalur,8/21/2018,West,,0.21,710.36,Tamil Nadu
,Veronica,Fruits & Veggies,Fresh Fruits,,10-01-2017,West,732.0,0.34,175.68,Tamil Nadu
OD1141,Kumar,"Eggs, Meat & Fish",,Salem,6/17/2017,West,,0.18,317.2,Tamil Nadu
OD1142,Ram,Oil & Masala,Masalas,,,West,1425.0,0.12,384.75,Tamil Nadu
OD1143,Anu,Snacks,Chocolates,Chennai,,West,1018.0,0.11,,Tamil Nadu
OD1144,,Snacks,Noodles,Trichy,6/16/2018,West,1810.0,,307.7,Tamil Nadu
OD1145,James,"Eggs, Meat & Fish",Chicken,Virudhunagar,,West,621.0,,111.78,Tamil Nadu
,Aditi,Beverages,Health Drinks,Nagercoil,05-05-2018,West,2300.0,0.12,805.0,
OD1147,Yusuf,Snacks,Chocolates,Bodi,1/19/2015,West,,0.12,,Tamil Nadu
OD1196,Sudeep,Oil & Masala,Masalas,,09-04-2017,West,2264.0,0.28,226.4,
OD1197,Jonas,Oil & Masala,Spices,Ramanadhapuram,9/13/2015,West,,,94.44,Tamil Nadu
OD1198,Surya,,Chocolates,Cumbum,10/22/2017,West,2292.0,,252.12,Tamil Nadu
OD1199,,Food Grains,,Karur,09-11-2018,West,,0.24,,Tamil Nadu
OD1200,,Fruits & Veggies,,Theni,9/24/2018,West,1229.0,,405.57,Tamil Nadu
OD1201,Hafiz,Food Grains,Atta & Flour,Tirunelveli,,West,2409.0,0.18,505.89,Tamil Nadu
OD1202,,Fruits & Veggies,,Virudhunagar,08-08-2016,West,2338.0,0.32,,Tamil Nadu
,Anu,Snacks,Chocolates,,09-08-2017,West,505.0,0.14,45.45,Tamil Nadu
