Order ID,Customer Name,Category,Sub Category,City,Order Date,Region,Sales,Discount,Profit,State
OD126,,Fruits & Veggies,Organic Vegetables,,9/20/2015,Central,889.0,0.19,71.12,
OD145,Vinne,"Eggs, Meat & Fish",Mutton,,,Central,2403.0,0.2,624.78,Tamil Nadu
OD148,Harish,Fruits & Veggies,Fresh Vegetables,Tirunelveli,,Central,1125.0,,292.5,Tamil Nadu
,,Beverages,Health Drinks,Tenkasi,12-05-2017,Central,768.0,0.1,184.32,Tamil Nadu
OD150,Ravi,"Eggs, Meat & Fish",Fish,,12-05-2017,Central,1985.0,0.26,734.45,
OD151,Muneer,Food Grains,Rice,Bodi,12-05-2017,Central,2287.0,0.13,,Tamil Nadu
OD159,Amy,Beverages,Soft Drinks,Karur,11/20/2017,Central,2364.0,0.21,1040.16,Tamil Nadu
OD160,Amrish,Food Grains,Dals & Pulses,,11/20/2017,Central,1487.0,0.11,148.7,Tamil Nadu
,Haseena,Food Grains,Atta & Flour,Ramanadhapuram,09-08-2015,Central,1442.0,,,Tamil Nadu
OD166,Sudha,Beverages,Health Drinks,,,Central,,,422.5,
,Adavan,Snacks,,,09-08-2015,Central,2021.0,0.13,343.57,Tamil Nadu
OD168,Aditi,"Eggs, Meat & Fish",Mutton,Ooty,,Central,2340.0,0.25,491.4,Tamil Nadu
OD169,Krithika,,,Viluppuram,,Central,705.0,0.15,176.25,Tamil Nadu
,Sharon,"Eggs, Meat & Fish",Chicken,,09-08-2015,Central,1215.0,0.2,60.75,Tamil Nadu
OD171,Akash,Food Grains,Dals & Pulses,Krishnagiri,09-08-2015,Central,552.0,0.25,237.36,Tamil Nadu
OD175,Aditi,Fruits & Veggies,,Karur,,Central,1747.0,0.27,471.69,Tamil Nadu
OD176,Shah,Fruits & Veggies,Organic Fruits,Pudukottai,9/14/2015,Central,1973.0,0.15,848.39,Tamil Nadu
,Arvind,,Cookies,Bodi,12-05-2015,Central,,0.25,433.35,Tamil Nadu
,,Beverages,,Namakkal,12-05-2015,Central,1718.0,0.2,171.8,Tamil Nadu
OD189,Yusuf,Fruits & Veggies,Organic Fruits,Madurai,7/16/2017,Central,2015.0,0.24,,Tamil Nadu
OD204,Akash,Oil & Masala,Masalas,Vellore,12/17/2018,Central,,0.12,,Tamil Nadu
OD208,Haseena,"Eggs, Meat & Fish",,Ramanadhapuram,12-01-2018,Central,,0.25,360.81,Tamil Nadu
,Esther,"Eggs, Meat & Fish",Mutton,Pudukottai,12-01-2018,Central,2194.0,0.2,153.58,Tamil Nadu
,,Fruits & Veggies,Organic Vegetables,Kanyakumari,,Central,609.0,0.3,207.06,Tamil Nadu
,Verma,"Eggs, Meat & Fish",Chicken,Trichy,02-09-2016,Central,2353.0,0.26,423.54,Tamil Nadu
OD227,Komal,Food Grains,Organic Staples,Madurai,08-09-2016,Central,,0.17,295.2,Tamil Nadu
,Harish,Snacks,Cookies,Salem,08-09-2016,Central,560.0,0.34,,Tamil Nadu
OD240,Arvind,Snacks,,Trichy,06-04-2017,Central,2492.0,0.14,124.6,Tamil Nadu
OD241,Ramesh,,Cakes,,06-04-2017,Central,962.0,0.33,423.28,
OD242,Malik,Beverages,,,06-04-2017,Central,1432.0,0.3,214.8,Tamil Nadu
OD243,,Oil & Masala,Edible Oil & Ghee,,06-04-2017,Central,,0.12,78.45,Tamil Nadu
OD244,Amy,Oil & Masala,Masalas,,06-04-2017,Central,1540.0,0.11,646.8,Tamil Nadu
,Vinne,"Eggs, Meat & Fish",Fish,Kanyakumari,06-01-2015,Central,,0.31,369.3,Tamil Nadu
,Sudeep,Fruits & Veggies,Organic Fruits,Perambalur,,Central,,0.21,,
OD248,Ridhesh,Beverages,Health Drinks,Cumbum,06-01-2015,Central,538.0,0.19,59.18,Tamil Nadu
OD249,Ravi,Snacks,Cookies,Ooty,06-01-2015,Central,1556.0,0.17,482.36,Tamil Nadu
OD255,,,Rice,,11/28/2016,Central,1899.0,0.27,170.91,Tamil Nadu
OD257,Ravi,,Soft Drinks,Ooty,11/28/2016,Central,2417.0,0.1,990.97,Tamil Nadu
OD258,Sundar,"Eggs, Meat & Fish",Mutton,,11/28/2016,Central,1443.0,0.25,476.19,Tamil Nadu
OD262,Ravi,Food Grains,Organic Staples,Krishnagiri,,Central,867.0,0.18,216.75,Tamil Nadu
,Roshan,Food Grains,Organic Staples,,9/19/2015,Central,943.0,0.33,,Tamil Nadu
OD265,Jonas,"Eggs, Meat & Fish",,Cumbum,,Central,1200.0,0.19,420.0,Tamil Nadu
,Roshan,Fruits & Veggies,,Perambalur,9/26/2016,Central,1357.0,0.24,203.55,Tamil Nadu
OD304,Muneer,Snacks,Cookies,,11/19/2018,Central,2090.0,,292.6,Tamil Nadu
OD306,Veronica,Bakery,Breads & Buns,Salem,12/30/2015,Central,1157.0,0.2,,Tamil Nadu
OD345,Vinne,,Chicken,Coimbatore,,Central,1238.0,0.1,,Tamil Nadu
,Malik,Fruits & Veggies,Fresh Vegetables,,5/29/2018,Central,688.0,0.21,116.96,
,Sudeep,Food Grains,Rice,Karur,,Central,1698.0,,339.6,
OD377,Ganesh,Snacks,,,9/28/2017,Central,2091.0,0.27,522.75,Tamil Nadu
,Krithika,Food Grains,Rice,,4/28/2016,Central,1132.0,0.21,,Tamil Nadu
OD384,Jackson,Beverages,Health Drinks,Trichy,6/26/2016,Central,2109.0,0.19,337.44,Tamil Nadu
,Ridhesh,,Edible Oil & Ghee,Pudukottai,06-07-2015,Central,,0.29,382.4,
OD398,Rumaiza,,Noodles,Kanyakumari,10/31/2016,Central,647.0,0.33,71.17,Tamil Nadu
OD399,,,Breads & Buns,Trichy,09-08-2017,Central,1042.0,,177.14,
OD427,Sudha,Beverages,Health Drinks,Tenkasi,11/23/2018,Central,581.0,0.2,214.97,Tamil Nadu
OD429,Willams,Fruits & Veggies,Organic Vegetables,Nagercoil,,Central,913.0,0.19,,Tamil Nadu
OD437,,"Eggs, Meat & Fish",Eggs,Dharmapuri,,Central,2200.0,0.1,792.0,Tamil Nadu
OD438,,Snacks,Noodles,,06-12-2017,Central,861.0,0.25,258.3,Tamil Nadu
,Sabeela,Oil & Masala,Masalas,Salem,9/15/2018,Central,,0.33,444.96,Tamil Nadu
OD444,Amrish,Food Grains,,,09-05-2017,Central,,0.23,313.12,Tamil Nadu
OD445,,Food Grains,Dals & Pulses,,,Central,506.0,0.23,217.58,Tamil Nadu
OD446,Yadav,Snacks,Chocolates,Tirunelveli,09-05-2017,Central,1579.0,0.21,347.38,
OD447,Malik,Snacks,Chocolates,,3/20/2018,Central,550.0,,231.0,Tamil Nadu
OD458,,,Dals & Pulses,Perambalur,9/26/2017,Central,,0.2,,Tamil Nadu
OD468,Shah,Oil & Masala,,Nagercoil,1/17/2016,Central,2412.0,0.21,168.84,
OD470,,Fruits & Veggies,Organic Fruits,Salem,,Central,1356.0,0.31,,Tamil Nadu
,Sabeela,,Mutton,Namakkal,10/29/2015,Central,1596.0,0.26,478.8,Tamil Nadu
OD489,,Snacks,,Ramanadhapuram,06-09-2015,Central,1637.0,,572.95,
OD490,Vidya,,Chocolates,Ramanadhapuram,06-09-2015,Central,2232.0,0.1,,Tamil Nadu
OD511,,Fruits & Veggies,Organic Fruits,Tenkasi,11/26/2018,Central,1850.0,0.29,777.0,Tamil Nadu
,Shah,,,Ramanadhapuram,,Central,898.0,,80.82,Tamil Nadu
,Arutra,,Mutton,,,Central,,0.34,,
OD522,,"Eggs, Meat & Fish",Chicken,Karur,,Central,2088.0,0.33,689.04,Tamil Nadu
OD537,,Beverages,Soft Drinks,Ramanadhapuram,09-03-2018,Central,1262.0,0.22,302.88,Tamil Nadu
OD544,Sundar,Snacks,,Salem,05-11-2015,Central,2289.0,0.16,526.47,Tamil Nadu
OD545,Arvind,Fruits & Veggies,,,05-11-2015,Central,898.0,0.24,44.9,Tamil Nadu
OD546,Surya,"Eggs, Meat & Fish",,Bodi,05-11-2015,Central,2017.0,,665.61,Tamil Nadu
OD549,Adavan,"Eggs, Meat & Fish",Fish,Cumbum,11/15/2016,Central,659.0,,,Tamil Nadu
OD550,Yadav,Beverages,Soft Drinks,Ooty,11/15/2016,Central,1167.0,0.3,,
OD551,Ravi,"Eggs, Meat & Fish",Chicken,Theni,11/15/2016,Central,1471.0,0.1,308.91,Tamil Nadu
OD554,Yadav,Beverages,Health Drinks,,,Central,1696.0,,84.8,Tamil Nadu
OD579,Komal,Fruits & Veggies,Organic Vegetables,Krishnagiri,,Central,2139.0,0.14,192.51,Tamil Nadu
OD580,Akash,Food Grains,Organic Staples,Dindigul,7/20/2018,Central,1456.0,0.14,567.84,Tamil Nadu
OD593,,Food Grains,,,,Central,2409.0,0.27,867.24,Tamil Nadu
OD594,Sudha,Oil & Masala,,Ooty,01-09-2015,Central,1432.0,0.15,,Tamil Nadu
OD611,Ganesh,,Noodles,Ramanadhapuram,4/28/2017,Central,791.0,0.19,142.38,Tamil Nadu
OD612,Sudeep,Food Grains,Atta & Flour,Viluppuram,4/28/2017,Central,1167.0,0.28,303.42,Tamil Nadu
OD623,Haseena,Beverages,Health Drinks,,11/29/2016,Central,2285.0,,982.55,Tamil Nadu
OD625,Surya,"Eggs, Meat & Fish",Eggs,Cumbum,,Central,1482.0,,340.86,
OD626,Hafiz,,,Dindigul,11/29/2016,Central,977.0,0.18,332.18,Tamil Nadu
OD641,Hafiz,Oil & Masala,Spices,Dindigul,12/18/2017,Central,2037.0,0.21,448.14,Tamil Nadu
OD644,,Oil & Masala,Spices,Madurai,06-10-2018,Central,2333.0,,,Tamil Nadu
OD646,Hussain,"Eggs, Meat & Fish",Eggs,,12/30/2018,Central,1656.0,0.31,149.04,Tamil Nadu
,Peer,,Health Drinks,Perambalur,9/19/2017,Central,1972.0,0.3,216.92,Tamil Nadu
OD659,Jackson,Oil & Masala,Masalas,,9/19/2017,Central,,0.28,682.86,Tamil Nadu
OD662,Komal,Bakery,,Coimbatore,8/24/2016,Central,2372.0,,237.2,Tamil Nadu
,,Beverages,Soft Drinks,Dharmapuri,8/24/2016,Central,1527.0,0.1,106.89,Tamil Nadu
OD667,Jonas,,Rice,Ooty,06-08-2018,Central,,0.14,356.04,Tamil Nadu
OD668,Willams,Beverages,Health Drinks,Nagercoil,06-08-2018,Central,2147.0,0.25,,Tamil Nadu
OD671,,"Eggs, Meat & Fish",Fish,Ooty,,Central,,0.12,291.39,Tamil Nadu
OD672,,Oil & Masala,Spices,Trichy,06-09-2018,Central,1676.0,0.15,134.08,Tamil Nadu
OD673,Akash,Fruits & Veggies,Fresh Vegetables,Dindigul,,Central,,0.25,673.67,Tamil Nadu
,,"Eggs, Meat & Fish",Eggs,,,Central,1292.0,0.29,297.16,
,,,Organic Staples,Trichy,,Central,2421.0,0.11,387.36,Tamil Nadu
OD676,Vidya,Bakery,Cakes,Bodi,12-05-2018,Central,1204.0,,,Tamil Nadu
OD677,Vidya,Snacks,,,,Central,,0.13,,Tamil Nadu
OD678,Komal,"Eggs, Meat & Fish",Chicken,,3/18/2018,Central,1832.0,0.21,,Tamil Nadu
OD680,,"Eggs, Meat & Fish",Fish,,3/18/2018,Central,1952.0,0.22,585.6,Tamil Nadu
,Hussain,Bakery,,Viluppuram,,Central,1862.0,0.16,,Tamil Nadu
OD723,Veena,Oil & Masala,,Chennai,12/15/2017,Central,,0.31,209.78,Tamil Nadu
OD726,Ridhesh,Food Grains,Dals & Pulses,Tirunelveli,9/16/2018,Central,661.0,0.14,,Tamil Nadu
OD727,Verma,"Eggs, Meat & Fish",Chicken,Karur,9/16/2018,Central,2290.0,0.29,,Tamil Nadu
OD740,Haseena,,Cakes,Nagercoil,01-04-2015,Central,2033.0,,325.28,Tamil Nadu
OD741,Vinne,,Health Drinks,Trichy,01-04-2015,Central,698.0,0.32,223.36,Tamil Nadu
OD742,Sudha,Snacks,,Dharmapuri,01-04-2015,Central,759.0,0.27,,Tamil Nadu
OD744,Arvind,Bakery,Cakes,,8/27/2017,Central,,0.32,203.5,Tamil Nadu
OD746,Harish,"Eggs, Meat & Fish",Chicken,Karur,8/27/2017,Central,1194.0,0.28,143.28,Tamil Nadu
OD750,Adavan,"Eggs, Meat & Fish",Eggs,Viluppuram,10-02-2018,Central,2032.0,0.17,,Tamil Nadu
OD751,Ridhesh,Oil & Masala,,,10-02-2018,Central,1842.0,,755.22,Tamil Nadu
OD752,Hafiz,Fruits & Veggies,Organic Fruits,,10-02-2018,Central,1589.0,0.35,190.68,Tamil Nadu
OD753,Alan,Food Grains,Rice,Dharmapuri,,Central,1531.0,0.14,,Tamil Nadu
OD757,Arutra,Snacks,Noodles,Pudukottai,12/29/2015,Central,1958.0,0.18,215.38,Tamil Nadu
OD758,Ridhesh,Fruits & Veggies,Fresh Fruits,Salem,12/29/2015,Central,1083.0,0.23,249.09,Tamil Nadu
,,"Eggs, Meat & Fish",Fish,Chennai,,Central,1617.0,0.13,80.85,Tamil Nadu
OD771,Ravi,"Eggs, Meat & Fish",Fish,,1/30/2018,Central,1562.0,0.23,218.68,Tamil Nadu
,Shah,Oil & Masala,Spices,Cumbum,,Central,649.0,0.11,201.19,
,Rumaiza,Fruits & Veggies,Organic Fruits,,1/30/2018,Central,1880.0,,,Tamil Nadu
OD776,Arvind,,Health Drinks,Dharmapuri,1/30/2018,Central,,0.17,255.75,Tamil Nadu
OD796,Jonas,Food Grains,Organic Staples,,9/21/2018,Central,816.0,0.24,,Tamil Nadu
OD808,Peer,,Biscuits,Dindigul,02-03-2016,Central,662.0,0.18,,Tamil Nadu
OD816,Rumaiza,Beverages,Soft Drinks,Theni,3/20/2016,Central,1776.0,0.2,,Tamil Nadu
,Rumaiza,Bakery,,Coimbatore,8/21/2018,Central,,0.27,,
OD828,Jackson,Bakery,Breads & Buns,Karur,8/21/2018,Central,553.0,,27.65,Tamil Nadu
OD829,Arvind,Food Grains,Dals & Pulses,Tirunelveli,8/21/2018,Central,693.0,0.12,173.25,Tamil Nadu
OD837,,,Noodles,Namakkal,09-08-2015,Central,506.0,0.21,65.78,Tamil Nadu
OD839,Yadav,"Eggs, Meat & Fish",Eggs,,03-07-2017,Central,982.0,,,Tamil Nadu
OD884,Shree,Fruits & Veggies,Fresh Vegetables,Cumbum,10/22/2017,Central,2172.0,0.22,304.08,Tamil Nadu
,Adavan,Snacks,Noodles,Tenkasi,6/26/2018,Central,2275.0,0.18,318.5,
OD894,Rumaiza,Oil & Masala,Spices,Tirunelveli,6/26/2018,Central,1056.0,,,Tamil Nadu
OD897,Jonas,,Dals & Pulses,Nagercoil,10-03-2017,Central,,0.3,429.97,Tamil Nadu
OD898,,Fruits & Veggies,,Theni,,Central,1752.0,,350.4,Tamil Nadu
OD901,Sheeba,Snacks,,,11-11-2018,Central,,0.26,37.25,Tamil Nadu
OD902,Yusuf,"Eggs, Meat & Fish",,Ooty,11-11-2018,Central,,0.32,,
OD903,Veronica,"Eggs, Meat & Fish",Chicken,,9/15/2018,Central,1331.0,0.2,212.96,Tamil Nadu
OD910,Amy,Food Grains,Dals & Pulses,Pudukottai,09-02-2018,Central,,0.13,853.92,Tamil Nadu
OD911,Roshan,Fruits & Veggies,,,09-02-2018,Central,1579.0,0.25,,Tamil Nadu
OD914,Mathew,Bakery,Cakes,Tenkasi,11/27/2018,Central,1404.0,0.29,238.68,Tamil Nadu
OD915,Sabeela,,,Pudukottai,11/27/2018,Central,2048.0,,552.96,
,Ridhesh,Beverages,Soft Drinks,,6/15/2015,Central,,,,Tamil Nadu
OD917,Jackson,"Eggs, Meat & Fish",,Theni,6/15/2015,Central,1539.0,0.16,507.87,Tamil Nadu
OD918,Ravi,Oil & Masala,Spices,,,Central,2459.0,0.17,,Tamil Nadu
,Suresh,,,Vellore,03-05-2017,Central,1249.0,0.23,462.13,Tamil Nadu
,Hussain,Bakery,,Dindigul,03-05-2017,Central,1410.0,0.31,,Tamil Nadu
OD954,,Fruits & Veggies,Fresh Vegetables,,12/28/2018,Central,1992.0,0.15,338.64,Tamil Nadu
OD978,Verma,"Eggs, Meat & Fish",Fish,,01-07-2018,Central,758.0,0.14,303.2,Tamil Nadu
,,Bakery,Breads & Buns,Viluppuram,12-09-2016,Central,829.0,0.16,49.74,Tamil Nadu
OD985,Veena,Bakery,Biscuits,Krishnagiri,9/29/2018,Central,2494.0,0.27,548.68,Tamil Nadu
OD986,Alan,"Eggs, Meat & Fish",,Perambalur,9/29/2018,Central,2444.0,0.33,415.48,
OD987,,Snacks,,Theni,9/29/2018,Central,1175.0,0.14,70.5,Tamil Nadu
OD988,Peer,,Fish,Coimbatore,03-10-2016,Central,1868.0,0.19,317.56,
OD1001,,Snacks,,Krishnagiri,,Central,2361.0,0.1,118.05,
OD1002,Kumar,Beverages,Health Drinks,Tirunelveli,12/22/2018,Central,672.0,0.34,275.52,Tamil Nadu
OD1004,,Snacks,Chocolates,Coimbatore,10-01-2017,Central,2139.0,0.17,962.55,
OD1006,,,,Coimbatore,12/22/2018,Central,2176.0,0.19,500.48,Tamil Nadu
OD1007,Amy,Oil & Masala,Spices,Perambalur,05-12-2015,Central,905.0,,108.6,Tamil Nadu
OD1008,,Fruits & Veggies,Fresh Vegetables,,12-01-2015,Central,1541.0,0.23,600.99,Tamil Nadu
OD1009,James,Snacks,Cookies,Kanyakumari,08-03-2018,Central,2343.0,0.34,515.46,
OD1010,Mathew,Food Grains,Organic Staples,Krishnagiri,,Central,567.0,0.18,,Tamil Nadu
OD1011,Shah,"Eggs, Meat & Fish",Eggs,Dharmapuri,11/19/2018,Central,1712.0,0.15,188.32,Tamil Nadu
OD1012,Vidya,,Chocolates,Namakkal,05-05-2015,Central,1756.0,0.18,684.84,
OD1013,Harish,"Eggs, Meat & Fish",,Dharmapuri,6/29/2018,Central,896.0,,367.36,Tamil Nadu
OD1014,Roshan,"Eggs, Meat & Fish",Fish,Bodi,9/20/2015,Central,627.0,0.35,56.43,Tamil Nadu
OD1015,Jackson,Fruits & Veggies,Fresh Vegetables,Viluppuram,,Central,764.0,,320.88,Tamil Nadu
,Yusuf,Oil & Masala,Spices,Tenkasi,5/14/2018,Central,,,,Tamil Nadu
OD1017,Amrish,Bakery,,Perambalur,10/24/2018,Central,1178.0,0.1,200.26,Tamil Nadu
OD1018,Jackson,"Eggs, Meat & Fish",,Tirunelveli,11/18/2015,Central,1258.0,0.23,226.44,Tamil Nadu
,Sharon,,,,8/28/2017,Central,1425.0,,441.75,Tamil Nadu
OD1020,Amy,Beverages,Health Drinks,Tirunelveli,6/29/2018,Central,1889.0,,,Tamil Nadu
OD1021,Ganesh,Food Grains,Dals & Pulses,,3/14/2017,Central,2396.0,0.3,311.48,Tamil Nadu
OD1023,Adavan,Food Grains,Atta & Flour,Karur,,Central,1792.0,0.16,680.96,Tamil Nadu
OD1024,Jackson,"Eggs, Meat & Fish",Eggs,,,Central,1305.0,,404.55,Tamil Nadu
OD1026,Ram,Beverages,Soft Drinks,Chennai,5/17/2017,Central,2184.0,0.27,393.12,Tamil Nadu
OD1027,Suresh,,Atta & Flour,Viluppuram,10/13/2018,Central,721.0,0.21,129.78,Tamil Nadu
OD1029,Veronica,Snacks,Noodles,,06-03-2015,Central,,0.3,323.83,Tamil Nadu
OD1148,,Fruits & Veggies,,Dindigul,12/17/2016,Central,1298.0,0.25,64.9,Tamil Nadu
,Arutra,Fruits & Veggies,Fresh Vegetables,Bodi,10/15/2016,Central,,,275.85,
OD1150,,Bakery,Breads & Buns,Viluppuram,10/22/2018,Central,1857.0,0.31,761.37,
OD1151,Vidya,,Organic Fruits,Namakkal,12/17/2016,Central,,0.13,350.6,Tamil Nadu
OD1152,Sabeela,"Eggs, Meat & Fish",Eggs,Bodi,12/17/2016,Central,2209.0,0.13,287.17,Tamil Nadu
OD1153,Vinne,"Eggs, Meat & Fish",,Vellore,12-10-2017,Central,2126.0,,106.3,Tamil Nadu
OD1154,Rumaiza,Bakery,Breads & Buns,Theni,09-07-2018,Central,1154.0,0.24,80.78,Tamil Nadu
OD1156,Peer,,,,12/17/2016,Central,2338.0,0.31,116.9,Tamil Nadu
OD1157,Akash,Snacks,Chocolates,,12-11-2018,Central,,0.14,292.89,Tamil Nadu
OD1158,Jonas,Fruits & Veggies,Organic Vegetables,,10/30/2018,Central,,0.21,,Tamil Nadu
OD1159,Vinne,Food Grains,Dals & Pulses,Viluppuram,,Central,1192.0,0.26,298.0,Tamil Nadu
OD1160,Veena,Beverages,Soft Drinks,,5/26/2017,Central,1190.0,0.12,226.1,
OD1161,Veena,Fruits & Veggies,Organic Fruits,Coimbatore,,Central,,,266.95,Tamil Nadu
,Ramesh,,Masalas,Madurai,10/30/2018,Central,1603.0,0.2,,Tamil Nadu
OD1163,,,Atta & Flour,,8/25/2016,Central,1996.0,0.12,658.68,Tamil Nadu
OD1164,Komal,Beverages,Soft Drinks,Coimbatore,12/14/2018,Central,940.0,,347.8,Tamil Nadu
OD1165,,Fruits & Veggies,Fresh Fruits,Viluppuram,12-01-2016,Central,1621.0,0.33,,Tamil Nadu
OD1166,,Beverages,,,8/25/2016,Central,,0.33,558.96,
OD1167,Jonas,Food Grains,,,2/18/2015,Central,,0.12,164.1,Tamil Nadu
OD1168,Vince,"Eggs, Meat & Fish",,Vellore,12/14/2018,Central,1821.0,0.34,,Tamil Nadu
OD1169,Harish,,Eggs,Karur,,Central,1717.0,0.29,669.63,Tamil Nadu
OD1170,Komal,Oil & Masala,Masalas,Ooty,,Central,,0.23,258.51,Tamil Nadu
OD1212,Willams,Food Grains,Rice,Nagercoil,02-11-2015,Central,,0.14,,Tamil Nadu
OD1213,,Oil & Masala,,Ooty,11/18/2017,Central,2146.0,0.27,386.28,Tamil Nadu
,Verma,Beverages,Health Drinks,Viluppuram,1/16/2018,Central,1717.0,0.28,,
OD1215,Anu,"Eggs, Meat & Fish",Mutton,Kanyakumari,1/29/2018,Central,2290.0,0.17,938.9,Tamil Nadu
OD1217,Surya,,Chocolates,Kanyakumari,,Central,2374.0,0.21,,Tamil Nadu
,Mathew,"Eggs, Meat & Fish",Fish,Krishnagiri,,Central,601.0,0.25,30.05,
OD1219,Shree,,Mutton,Madurai,10/20/2017,Central,1224.0,0.27,550.8,Tamil Nadu
,Ridhesh,Snacks,Chocolates,Perambalur,,Central,2059.0,0.15,,Tamil Nadu
OD1222,,Food Grains,Organic Staples,,5/21/2015,Central,2016.0,0.29,645.12,Tamil Nadu
OD1223,Yusuf,Snacks,Chocolates,Ooty,,Central,1147.0,,504.68,
OD1224,Roshan,,Edible Oil & Ghee,Vellore,,Central,1973.0,0.3,848.39,Tamil Nadu
OD1225,Verma,Beverages,Health Drinks,Karur,4/20/2015,Central,2131.0,0.19,,Tamil Nadu
,Arvind,Snacks,,Krishnagiri,,Central,2187.0,0.22,131.22,
OD1227,Yadav,"Eggs, Meat & Fish",Mutton,,10-09-2018,Central,,0.29,303.12,Tamil Nadu
OD1228,Ganesh,Beverages,Soft Drinks,Perambalur,9/13/2016,Central,1008.0,0.12,403.2,Tamil Nadu
OD1230,Sheeba,Oil & Masala,Edible Oil & Ghee,,5/26/2016,Central,,,886.23,Tamil Nadu
OD1231,,Oil & Masala,Masalas,Dharmapuri,01-02-2018,Central,,0.33,,Tamil Nadu
OD1232,Jackson,Beverages,Soft Drinks,Chennai,,Central,,0.29,257.5,Tamil Nadu
OD1233,Esther,,Noodles,Ooty,09-10-2017,Central,,0.1,62.48,Tamil Nadu
,,Fruits & Veggies,Fresh Fruits,Cumbum,5/30/2018,Central,1336.0,0.26,440.88,Tamil Nadu
OD1237,,Food Grains,Dals & Pulses,Trichy,01-03-2016,Central,1951.0,0.32,370.69,
OD1238,Esther,Snacks,Cookies,Pudukottai,06-07-2015,Central,1857.0,0.27,,Tamil Nadu
OD1239,Akash,"Eggs, Meat & Fish",Eggs,Tirunelveli,09-08-2018,Central,1211.0,0.35,,Tamil Nadu
OD1240,,Bakery,,Tirunelveli,07-12-2016,Central,1840.0,0.26,257.6,Tamil Nadu
,Sundar,"Eggs, Meat & Fish",Fish,Namakkal,03-05-2016,Central,1401.0,,280.2,Tamil Nadu
OD1245,Suresh,,,Ooty,10/17/2015,Central,1987.0,0.32,397.4,Tamil Nadu
,Hussain,Snacks,Noodles,Viluppuram,,Central,598.0,,47.84,
OD1247,Ganesh,,Fresh Fruits,Kanyakumari,12-06-2015,Central,1074.0,0.17,,Tamil Nadu
OD1248,Komal,"Eggs, Meat & Fish",Fish,Krishnagiri,,Central,2038.0,,203.8,Tamil Nadu
,Amy,"Eggs, Meat & Fish",Mutton,Nagercoil,11-06-2018,Central,856.0,0.17,316.72,Tamil Nadu
OD1250,,Bakery,Cakes,Trichy,06-04-2018,Central,976.0,0.17,409.92,
