Order ID,Customer Name,Category,Sub Category,City,Order Date,Region,Sales,Discount,Profit,State
OD123,Veronica,"Eggs, Meat & Fish",Mutton,Tenkasi,06-12-2017,East,2354.0,0.11,188.32,Tamil Nadu
OD124,Anu,Beverages,Soft Drinks,Cumbum,06-12-2017,East,1443.0,0.27,187.59,
OD131,Haseena,Snacks,Chocolates,Tenkasi,02-02-2018,East,1261.0,,416.13,Tamil Nadu
OD132,,Beverages,,Nagercoil,02-02-2018,East,2112.0,,,Tamil Nadu
OD133,Ram,"Eggs, Meat & Fish",Fish,Ramanadhapuram,02-02-2018,East,,0.24,140.8,Tamil Nadu
OD147,,,Organic Staples,Theni,,East,,0.27,187.68,Tamil Nadu
OD178,,Snacks,Noodles,Vellore,11/21/2016,East,1016.0,,223.52,Tamil Nadu
OD179,,Fruits & Veggies,Organic Fruits,Trichy,11/21/2016,East,689.0,0.3,55.12,Tamil Nadu
OD180,,Food Grains,Atta & Flour,Karur,12/15/2016,East,1322.0,,343.72,Tamil Nadu
OD191,Amrish,Fruits & Veggies,Organic Fruits,Chennai,,East,2093.0,0.11,334.88,
OD193,Anu,Beverages,Health Drinks,Dharmapuri,10-12-2016,East,1972.0,0.32,414.12,Tamil Nadu
OD194,Suresh,Oil & Masala,Masalas,Dharmapuri,10-12-2016,East,2060.0,,432.6,Tamil Nadu
OD196,Sundar,,Edible Oil & Ghee,Theni,,East,1006.0,0.25,191.14,Tamil Nadu
,Sudeep,Bakery,Breads & Buns,Karur,3/21/2015,East,1409.0,0.16,,Tamil Nadu
OD198,Verma,Food Grains,Organic Staples,Pudukottai,11-06-2018,East,914.0,,338.18,Tamil Nadu
OD200,Sudha,"Eggs, Meat & Fish",Eggs,Trichy,,East,682.0,0.25,170.5,Tamil Nadu
OD201,James,,Organic Staples,Tirunelveli,6/24/2018,East,,0.22,243.32,Tamil Nadu
OD213,Peer,Beverages,Soft Drinks,,01-02-2016,East,1591.0,0.15,,Tamil Nadu
,Arutra,Food Grains,Rice,Krishnagiri,,East,1353.0,0.11,527.67,
,Jonas,Beverages,Health Drinks,Namakkal,01-02-2016,East,1020.0,0.21,81.6,Tamil Nadu
OD216,,Snacks,Noodles,,01-02-2016,East,1362.0,0.31,177.06,Tamil Nadu
OD217,Sundar,,Rice,Krishnagiri,01-02-2016,East,1733.0,,433.25,Tamil Nadu
OD220,Arvind,,Fresh Vegetables,Pudukottai,12/24/2016,East,2110.0,,,Tamil Nadu
OD221,Ramesh,Food Grains,Dals & Pulses,Madurai,12/24/2016,East,,0.2,,Tamil Nadu
OD222,Willams,,Fish,Vellore,12/24/2016,East,1557.0,,638.37,Tamil Nadu
,Ramesh,"Eggs, Meat & Fish",,Madurai,12/24/2016,East,1443.0,0.19,274.17,Tamil Nadu
OD224,Yadav,,Soft Drinks,Perambalur,,East,2024.0,0.11,910.8,Tamil Nadu
OD225,Krithika,"Eggs, Meat & Fish",Chicken,,12/24/2016,East,,0.16,563.68,Tamil Nadu
OD253,Ramesh,Food Grains,Rice,Pudukottai,12-10-2017,East,1769.0,,,Tamil Nadu
OD254,Surya,,Organic Vegetables,,12-10-2017,East,1257.0,0.34,62.85,
OD259,Esther,Beverages,Soft Drinks,Dharmapuri,12-01-2018,East,660.0,0.29,290.4,Tamil Nadu
OD260,Shree,Bakery,Breads & Buns,Salem,12-01-2018,East,,0.32,359.38,
OD268,Arvind,,Masalas,Virudhunagar,,East,2500.0,0.33,425.0,
OD269,,Bakery,Cakes,Dharmapuri,,East,1507.0,0.16,180.84,Tamil Nadu
OD270,,Beverages,Soft Drinks,,12-09-2018,East,1612.0,0.11,612.56,
OD277,Shah,"Eggs, Meat & Fish",,Ramanadhapuram,10/13/2018,East,812.0,0.17,,Tamil Nadu
OD278,Ram,Oil & Masala,,Virudhunagar,10/13/2018,East,862.0,,137.92,Tamil Nadu
OD279,,,Chocolates,Virudhunagar,10/13/2018,East,,0.13,286.47,Tamil Nadu
OD280,Sabeela,,Fresh Vegetables,Pudukottai,10/13/2018,East,2365.0,0.31,520.3,Tamil Nadu
OD290,Jonas,Bakery,Biscuits,,11/20/2017,East,1165.0,,244.65,Tamil Nadu
OD291,,,Rice,Chennai,11/20/2017,East,1244.0,,497.6,Tamil Nadu
OD292,Amrish,Fruits & Veggies,Organic Fruits,Madurai,11/20/2017,East,1992.0,0.34,418.32,Tamil Nadu
OD299,Sundar,Food Grains,Organic Staples,Virudhunagar,,East,2261.0,0.23,994.84,Tamil Nadu
OD300,Sudha,"Eggs, Meat & Fish",Mutton,Namakkal,10/28/2017,East,1793.0,0.21,304.81,Tamil Nadu
,,Bakery,Breads & Buns,Ooty,,East,644.0,,96.6,Tamil Nadu
,,Oil & Masala,,Viluppuram,10/28/2017,East,1359.0,0.17,421.29,
OD307,Verma,Fruits & Veggies,Fresh Fruits,Ooty,06-01-2015,East,,0.35,383.36,Tamil Nadu
OD314,Vidya,Fruits & Veggies,Fresh Fruits,Perambalur,9/27/2015,East,2392.0,,406.64,Tamil Nadu
,Peer,Fruits & Veggies,Fresh Vegetables,Cumbum,12/28/2015,East,,0.21,174.13,Tamil Nadu
OD318,Arvind,,Cakes,Vellore,11-04-2015,East,1123.0,0.23,89.84,
OD319,Sudeep,Snacks,Cookies,Viluppuram,,East,1079.0,,,
OD321,Alan,Fruits & Veggies,,Dharmapuri,11-04-2015,East,1771.0,0.28,602.14,Tamil Nadu
OD322,Sheeba,Oil & Masala,,Karur,,East,,0.16,363.01,Tamil Nadu
OD327,Verma,Fruits & Veggies,,,8/30/2017,East,945.0,0.22,226.8,
OD329,Malik,Beverages,,Dharmapuri,,East,1583.0,0.3,,Tamil Nadu
OD330,Vidya,,,Pudukottai,8/30/2017,East,1534.0,0.15,,Tamil Nadu
OD331,Krithika,Snacks,Noodles,Karur,8/30/2017,East,2133.0,0.12,490.59,Tamil Nadu
OD332,Shree,Fruits & Veggies,Organic Fruits,Trichy,4/25/2017,East,2021.0,0.19,,Tamil Nadu
OD334,Akash,,Breads & Buns,Nagercoil,4/25/2017,East,2029.0,0.35,608.7,Tamil Nadu
,Hussain,Oil & Masala,Edible Oil & Ghee,,4/13/2015,East,1697.0,0.21,560.01,Tamil Nadu
OD342,,,Soft Drinks,Ooty,4/13/2015,East,,,502.8,Tamil Nadu
OD343,Harish,"Eggs, Meat & Fish",Chicken,Salem,4/13/2015,East,1132.0,,215.08,Tamil Nadu
,Suresh,,,Nagercoil,,East,1561.0,,640.01,
OD347,Suresh,,Organic Vegetables,Pudukottai,07-08-2018,East,1113.0,0.21,356.16,Tamil Nadu
OD348,Roshan,Food Grains,Rice,Theni,07-08-2018,East,1966.0,0.1,629.12,
OD349,Haseena,"Eggs, Meat & Fish",Chicken,Madurai,07-08-2018,East,2138.0,0.13,684.16,Tamil Nadu
OD350,Sabeela,Food Grains,,Bodi,09-01-2017,East,978.0,0.17,68.46,Tamil Nadu
,Willams,Fruits & Veggies,Fresh Vegetables,Karur,,East,2014.0,0.26,684.76,Tamil Nadu
OD353,Krithika,Food Grains,Rice,Karur,09-01-2017,East,2194.0,0.12,680.14,Tamil Nadu
OD354,Vidya,Beverages,Health Drinks,Ooty,09-01-2017,East,,,62.2,
,Surya,Bakery,Biscuits,Kanyakumari,04-08-2017,East,743.0,0.35,289.77,Tamil Nadu
OD356,Yadav,Fruits & Veggies,Fresh Vegetables,Ramanadhapuram,04-08-2017,East,2474.0,0.21,593.76,Tamil Nadu
OD357,Malik,Snacks,,,04-08-2017,East,,0.2,74.7,Tamil Nadu
OD362,Veena,,,Perambalur,,East,2049.0,,,
OD363,Veronica,,Eggs,Kanyakumari,9/25/2018,East,570.0,,125.4,
,Yusuf,,Noodles,Dindigul,10/21/2017,East,595.0,0.11,196.35,Tamil Nadu
,,Bakery,Biscuits,Karur,10/21/2017,East,,,,
,Mathew,Oil & Masala,,Tirunelveli,10/21/2017,East,1725.0,0.27,,Tamil Nadu
OD378,Ganesh,Food Grains,Atta & Flour,Salem,8/27/2018,East,1917.0,,172.53,Tamil Nadu
OD389,Malik,Snacks,Chocolates,Chennai,,East,1898.0,0.19,702.26,Tamil Nadu
OD390,Shree,Bakery,Biscuits,Coimbatore,12-11-2018,East,2282.0,0.19,114.1,
OD391,Jonas,Bakery,Breads & Buns,Karur,12-11-2018,East,2294.0,,596.44,Tamil Nadu
,Sheeba,Bakery,,Kanyakumari,10/17/2018,East,1838.0,0.24,753.58,Tamil Nadu
,Ram,Beverages,Soft Drinks,Karur,10/17/2018,East,1626.0,,,Tamil Nadu
OD405,Alan,Oil & Masala,,,12/24/2018,East,2257.0,0.15,361.12,Tamil Nadu
,,Bakery,Breads & Buns,Namakkal,10/19/2018,East,,0.27,501.72,
OD424,Sheeba,,Organic Staples,,10/19/2018,East,684.0,,,
OD434,Roshan,Bakery,Breads & Buns,Madurai,,East,1152.0,,264.96,Tamil Nadu
OD440,Malik,,Organic Fruits,Perambalur,1/20/2018,East,1805.0,0.23,216.6,Tamil Nadu
OD448,Shree,Beverages,Soft Drinks,Namakkal,,East,,0.22,848.4,
OD450,Sudha,Food Grains,Dals & Pulses,Dharmapuri,04-01-2017,East,2453.0,0.35,367.95,Tamil Nadu
OD451,Amy,Oil & Masala,Masalas,Pudukottai,04-01-2017,East,1820.0,0.23,637.0,Tamil Nadu
OD452,Verma,"Eggs, Meat & Fish",Mutton,,04-01-2017,East,508.0,0.28,152.4,Tamil Nadu
OD453,Veena,Oil & Masala,Edible Oil & Ghee,Virudhunagar,04-01-2017,East,,0.23,860.65,Tamil Nadu
OD454,Esther,Oil & Masala,Masalas,Ramanadhapuram,10/20/2018,East,850.0,,93.5,Tamil Nadu
OD455,Ramesh,Bakery,,Coimbatore,,East,2417.0,0.2,821.78,Tamil Nadu
OD471,Yadav,,Soft Drinks,Karur,12/20/2016,East,502.0,0.25,80.32,Tamil Nadu
OD479,Rumaiza,Food Grains,Atta & Flour,Perambalur,10/27/2017,East,,,633.04,Tamil Nadu
OD481,,Snacks,,Krishnagiri,6/26/2017,East,,0.22,403.92,Tamil Nadu
OD483,,Bakery,Cakes,Dharmapuri,7/22/2015,East,673.0,0.1,195.17,Tamil Nadu
OD484,Sudha,Food Grains,Atta & Flour,Virudhunagar,,East,2092.0,0.23,188.28,Tamil Nadu
OD492,,Beverages,Soft Drinks,Tenkasi,9/14/2015,East,531.0,,74.34,Tamil Nadu
OD493,Anu,Fruits & Veggies,Fresh Fruits,,9/14/2015,East,1283.0,0.24,526.03,Tamil Nadu
OD513,Aditi,Bakery,Breads & Buns,Nagercoil,10/20/2017,East,1070.0,0.28,,Tamil Nadu
OD526,,"Eggs, Meat & Fish",Chicken,Krishnagiri,12/26/2016,East,1102.0,0.22,,Tamil Nadu
OD529,Krithika,Snacks,Cookies,Karur,09-03-2016,East,1032.0,0.33,,Tamil Nadu
OD530,,Bakery,Breads & Buns,Vellore,09-03-2016,East,1597.0,0.13,,Tamil Nadu
OD531,Komal,,Fish,,09-03-2016,East,1537.0,,169.07,Tamil Nadu
OD538,Sheeba,Beverages,Soft Drinks,Perambalur,12-03-2016,East,2241.0,0.22,493.02,Tamil Nadu
OD547,Yadav,Snacks,Chocolates,,,East,1404.0,,294.84,Tamil Nadu
OD548,,Bakery,,Bodi,11/19/2018,East,888.0,0.23,337.44,
,Muneer,,Cakes,Kanyakumari,12/28/2018,East,979.0,0.1,430.76,Tamil Nadu
OD572,Hussain,Bakery,Breads & Buns,Tirunelveli,12/28/2018,East,1362.0,0.18,381.36,Tamil Nadu
OD573,,Bakery,,Bodi,12/28/2018,East,1626.0,0.24,650.4,Tamil Nadu
,Arutra,"Eggs, Meat & Fish",Eggs,Ramanadhapuram,,East,1925.0,0.16,712.25,Tamil Nadu
OD600,Adavan,Fruits & Veggies,Fresh Vegetables,Karur,7/16/2017,East,1963.0,0.27,392.6,Tamil Nadu
OD602,,Beverages,Soft Drinks,Madurai,7/16/2017,East,,0.2,608.16,Tamil Nadu
OD608,Sharon,,,Nagercoil,5/23/2015,East,1426.0,0.14,470.58,Tamil Nadu
OD609,Rumaiza,,Eggs,Ramanadhapuram,,East,1895.0,0.28,,Tamil Nadu
OD610,Komal,Fruits & Veggies,Organic Fruits,Viluppuram,5/23/2015,East,580.0,0.14,168.2,Tamil Nadu
OD613,,Snacks,Chocolates,,09-11-2017,East,1138.0,0.29,,Tamil Nadu
OD615,Anu,,,Vellore,,East,1149.0,0.25,471.09,Tamil Nadu
,Vidya,Food Grains,Atta & Flour,Nagercoil,11/14/2018,East,,0.23,301.2,Tamil Nadu
,Sundar,Food Grains,Atta & Flour,Pudukottai,8/18/2018,East,2493.0,0.23,,
OD618,Sheeba,"Eggs, Meat & Fish",Mutton,Namakkal,,East,2236.0,0.24,961.48,Tamil Nadu
OD621,Malik,Snacks,,Tirunelveli,8/18/2018,East,1155.0,0.31,138.6,Tamil Nadu
OD627,Akash,Food Grains,Atta & Flour,Tirunelveli,9/15/2018,East,1595.0,,,Tamil Nadu
OD645,Esther,Snacks,Noodles,Kanyakumari,7/21/2018,East,1361.0,0.24,299.42,Tamil Nadu
OD652,,"Eggs, Meat & Fish",,Dindigul,,East,1051.0,0.21,147.14,
OD653,,Fruits & Veggies,Organic Vegetables,Kanyakumari,,East,1578.0,0.22,362.94,Tamil Nadu
,Yusuf,,Rice,Vellore,8/22/2017,East,1630.0,0.13,,Tamil Nadu
OD657,,Snacks,Chocolates,Trichy,8/22/2017,East,1689.0,0.31,,Tamil Nadu
OD664,Ganesh,Snacks,Chocolates,Nagercoil,,East,,0.29,150.28,Tamil Nadu
OD669,Kumar,"Eggs, Meat & Fish",Fish,Vellore,12/24/2015,East,2159.0,0.19,647.7,Tamil Nadu
OD681,,Beverages,Health Drinks,,11/19/2017,East,1686.0,0.27,573.24,Tamil Nadu
OD682,Mathew,Oil & Masala,Spices,Salem,11/19/2017,East,2202.0,0.19,748.68,Tamil Nadu
OD689,Shah,Oil & Masala,Masalas,Vellore,,East,774.0,,69.66,Tamil Nadu
OD695,Mathew,Bakery,Biscuits,Perambalur,5/14/2016,East,2128.0,0.1,425.6,Tamil Nadu
,,Beverages,Health Drinks,,5/14/2016,East,2178.0,0.13,718.74,Tamil Nadu
OD700,Haseena,Oil & Masala,Edible Oil & Ghee,Perambalur,5/14/2016,East,1064.0,,234.08,Tamil Nadu
OD701,Sharon,,Health Drinks,,5/14/2016,East,1259.0,,276.98,Tamil Nadu
OD702,,Bakery,Breads & Buns,Ooty,09-02-2018,East,2086.0,,229.46,Tamil Nadu
OD708,Sudeep,Oil & Masala,,Madurai,12-02-2015,East,530.0,0.28,,Tamil Nadu
OD709,Amrish,Beverages,Soft Drinks,,12-02-2015,East,1409.0,,408.61,Tamil Nadu
OD711,,,Atta & Flour,,04-05-2015,East,2371.0,0.32,900.98,Tamil Nadu
OD713,Akash,"Eggs, Meat & Fish",Eggs,Dindigul,5/19/2018,East,,0.21,54.2,
OD714,Krithika,Food Grains,,Karur,5/19/2018,East,1498.0,,,Tamil Nadu
OD715,,,Dals & Pulses,Theni,5/19/2018,East,1797.0,0.28,449.25,
OD718,Arvind,Bakery,Breads & Buns,Namakkal,9/24/2018,East,,0.21,,Tamil Nadu
OD724,,"Eggs, Meat & Fish",Fish,Bodi,10-07-2015,East,2130.0,0.23,426.0,Tamil Nadu
OD728,,Beverages,Health Drinks,Vellore,12-03-2017,East,1182.0,,260.04,Tamil Nadu
OD729,Jonas,,Masalas,,12-03-2017,East,2128.0,0.34,893.76,Tamil Nadu
,Sudeep,Oil & Masala,Masalas,Perambalur,12-03-2017,East,2042.0,0.2,735.12,
,Verma,"Eggs, Meat & Fish",Eggs,Salem,,East,1819.0,0.17,582.08,Tamil Nadu
OD732,Hafiz,Bakery,Cakes,Krishnagiri,12-03-2017,East,2310.0,0.35,993.3,Tamil Nadu
OD759,Rumaiza,Bakery,Cakes,Salem,7/23/2018,East,2031.0,0.19,101.55,Tamil Nadu
OD763,Ramesh,,,Viluppuram,02-08-2016,East,1658.0,,132.64,
OD777,Komal,Snacks,Cookies,Cumbum,,East,1026.0,,379.62,Tamil Nadu
OD782,Yusuf,"Eggs, Meat & Fish",Eggs,,10-03-2016,East,,0.14,,Tamil Nadu
OD783,Sabeela,Food Grains,Rice,Kanyakumari,10-03-2016,East,1856.0,0.32,705.28,
OD784,Sabeela,Food Grains,Dals & Pulses,Ooty,10-03-2016,East,2406.0,0.25,1010.52,
OD785,Vinne,"Eggs, Meat & Fish",Eggs,,10-03-2016,East,1746.0,0.22,576.18,Tamil Nadu
OD797,Surya,Food Grains,Organic Staples,Madurai,12/24/2016,East,663.0,,218.79,Tamil Nadu
OD798,Ganesh,Food Grains,Organic Staples,,12/24/2016,East,1627.0,0.18,715.88,Tamil Nadu
OD799,,,Health Drinks,Viluppuram,12/24/2016,East,1549.0,,588.62,Tamil Nadu
OD803,Ravi,"Eggs, Meat & Fish",Eggs,Namakkal,,East,1980.0,0.12,118.8,Tamil Nadu
OD817,Shree,Beverages,Soft Drinks,,9/15/2017,East,2031.0,0.26,243.72,Tamil Nadu
OD819,Ram,Snacks,Chocolates,Coimbatore,6/28/2015,East,2166.0,0.3,714.78,Tamil Nadu
OD821,Krithika,Fruits & Veggies,Fresh Vegetables,Salem,,East,1831.0,0.34,128.17,Tamil Nadu
OD822,Roshan,Beverages,Health Drinks,Vellore,6/28/2015,East,,0.1,,Tamil Nadu
,Kumar,,Biscuits,Theni,6/20/2018,East,1918.0,0.17,421.96,
OD824,Verma,Food Grains,Organic Staples,Krishnagiri,,East,1580.0,0.3,553.0,Tamil Nadu
OD840,Sundar,Oil & Masala,Spices,Salem,11/20/2016,East,1287.0,0.31,579.15,Tamil Nadu
OD842,,Food Grains,Atta & Flour,Karur,,East,1808.0,,162.72,Tamil Nadu
OD849,Adavan,,Masalas,Salem,,East,1353.0,,419.43,Tamil Nadu
OD855,Suresh,Oil & Masala,Spices,Vellore,,East,1316.0,,105.28,Tamil Nadu
OD856,Surya,Snacks,Noodles,Perambalur,,East,2040.0,0.23,510.0,
OD858,Veronica,Food Grains,Dals & Pulses,Bodi,08-03-2015,East,1559.0,0.31,420.93,Tamil Nadu
,Amrish,Bakery,Biscuits,Namakkal,,East,1141.0,0.34,148.33,Tamil Nadu
OD860,Anu,"Eggs, Meat & Fish",Mutton,Trichy,04-10-2018,East,2060.0,0.22,679.8,Tamil Nadu
OD868,Sharon,Beverages,Health Drinks,Tenkasi,9/29/2017,East,1677.0,0.31,603.72,Tamil Nadu
OD869,Komal,Beverages,Health Drinks,Trichy,04-06-2015,East,627.0,0.18,,Tamil Nadu
,Arvind,Food Grains,Organic Staples,Karur,,East,,0.13,719.1,Tamil Nadu
OD871,Haseena,Bakery,Breads & Buns,,,East,,0.25,796.36,
OD873,,"Eggs, Meat & Fish",Fish,Salem,,East,1504.0,0.33,,
OD874,Sudeep,,Organic Vegetables,Viluppuram,12-10-2015,East,1795.0,,448.75,Tamil Nadu
OD878,,Bakery,Cakes,,1/17/2017,East,1306.0,0.14,404.86,Tamil Nadu
OD879,Sudeep,Food Grains,,Ooty,9/17/2015,East,1761.0,0.24,352.2,Tamil Nadu
OD881,Veronica,Beverages,Health Drinks,Salem,,East,1733.0,0.21,623.88,
OD885,Amy,Snacks,Cookies,Namakkal,4/29/2015,East,804.0,0.3,64.32,Tamil Nadu
,Rumaiza,Bakery,Breads & Buns,,6/20/2018,East,,0.34,399.9,Tamil Nadu
,Kumar,Bakery,Breads & Buns,,6/20/2018,East,1615.0,0.12,613.7,Tamil Nadu
OD899,Adavan,"Eggs, Meat & Fish",Eggs,Karur,10/29/2018,East,1647.0,0.22,708.21,Tamil Nadu
OD908,,Snacks,,Ooty,12/30/2018,East,1854.0,,,
OD909,Mathew,Snacks,Chocolates,Theni,12/30/2018,East,1167.0,0.28,455.13,Tamil Nadu
OD913,Ridhesh,Beverages,Health Drinks,Pudukottai,5/31/2016,East,2069.0,0.13,558.63,Tamil Nadu
OD922,,"Eggs, Meat & Fish",Chicken,Trichy,04-11-2016,East,558.0,0.35,189.72,
OD923,Surya,,Organic Staples,Ooty,04-11-2016,East,1783.0,0.25,,Tamil Nadu
OD926,Esther,,,Karur,,East,1118.0,0.25,402.48,
OD927,Rumaiza,Oil & Masala,Spices,Krishnagiri,9/13/2015,East,1964.0,0.29,451.72,Tamil Nadu
OD930,,Beverages,Soft Drinks,Ooty,4/14/2018,East,1198.0,0.17,179.7,Tamil Nadu
,Hussain,Food Grains,Rice,Theni,4/14/2018,East,905.0,,307.7,Tamil Nadu
OD932,Muneer,Bakery,,Theni,4/14/2018,East,1655.0,0.2,662.0,Tamil Nadu
,Veronica,Fruits & Veggies,Fresh Vegetables,,09-02-2018,East,712.0,0.19,306.16,Tamil Nadu
,Muneer,Fruits & Veggies,Organic Fruits,Ramanadhapuram,6/20/2017,East,735.0,0.34,183.75,Tamil Nadu
OD935,,Snacks,Chocolates,Ramanadhapuram,6/20/2017,East,664.0,0.27,92.96,Tamil Nadu
OD936,,,Spices,Tenkasi,,East,1004.0,,200.8,Tamil Nadu
OD937,Ravi,,Soft Drinks,Ramanadhapuram,6/20/2017,East,,0.19,,Tamil Nadu
OD948,Amy,Snacks,,,11/28/2018,East,2480.0,,248.0,Tamil Nadu
OD949,Shree,Beverages,Soft Drinks,,11/28/2018,East,2439.0,,195.12,Tamil Nadu
,Malik,Oil & Masala,Masalas,Bodi,11/28/2018,East,951.0,,95.1,Tamil Nadu
OD965,,,Noodles,Virudhunagar,,East,1792.0,0.28,197.12,
OD966,,Bakery,Cakes,Chennai,04-09-2018,East,2432.0,0.29,,
,,Oil & Masala,Edible Oil & Ghee,Cumbum,04-09-2018,East,,0.19,778.62,Tamil Nadu
OD969,Rumaiza,Bakery,Cakes,Ramanadhapuram,04-09-2018,East,1120.0,0.27,459.2,Tamil Nadu
,Krithika,"Eggs, Meat & Fish",Mutton,Viluppuram,04-09-2018,East,1481.0,0.11,88.86,Tamil Nadu
OD971,,Food Grains,Rice,Ooty,1/16/2015,East,,0.12,139.8,Tamil Nadu
OD972,Amrish,,Health Drinks,,,East,990.0,,,Tamil Nadu
OD974,,"Eggs, Meat & Fish",Mutton,Perambalur,1/16/2015,East,1169.0,0.22,362.39,
OD976,Mathew,Bakery,Cakes,Chennai,10-05-2018,East,,0.21,,Tamil Nadu
,Sharon,Snacks,Chocolates,,10-03-2017,East,618.0,,,Tamil Nadu
OD990,Harish,Snacks,Chocolates,Cumbum,5/21/2018,East,,0.21,243.32,
OD992,,Food Grains,Rice,,09-09-2017,East,1612.0,,386.88,Tamil Nadu
,Ganesh,Snacks,,Coimbatore,10/17/2017,East,,0.31,411.95,Tamil Nadu
OD1032,Haseena,"Eggs, Meat & Fish",Chicken,,07-03-2018,East,1398.0,,489.3,Tamil Nadu
OD1033,,Snacks,Chocolates,Perambalur,09-02-2015,East,,0.33,,Tamil Nadu
OD1034,Malik,Oil & Masala,Spices,Virudhunagar,12-01-2015,East,,0.33,,Tamil Nadu
OD1035,Sabeela,,Atta & Flour,Dharmapuri,12-05-2018,East,1540.0,0.21,569.8,Tamil Nadu
,Peer,Beverages,Health Drinks,Chennai,,East,,0.31,909.2,Tamil Nadu
OD1037,Anu,,Fresh Fruits,Dindigul,12-01-2015,East,1655.0,0.2,,
OD1038,,Snacks,Cookies,Namakkal,,East,,,126.84,Tamil Nadu
OD1039,,"Eggs, Meat & Fish",Mutton,Karur,08-09-2016,East,,0.23,505.35,Tamil Nadu
OD1040,Amrish,,Health Drinks,Virudhunagar,5/17/2017,East,,0.33,82.72,Tamil Nadu
OD1041,Muneer,,Organic Vegetables,Dindigul,,East,1274.0,0.23,445.9,Tamil Nadu
,Hussain,,Chicken,,09-10-2015,East,,0.12,622.16,Tamil Nadu
,Krithika,Beverages,Health Drinks,Vellore,2/14/2017,East,2476.0,0.19,891.36,Tamil Nadu
OD1045,Mathew,Food Grains,Organic Staples,Dindigul,,East,,0.35,704.73,Tamil Nadu
OD1046,Jonas,,,,07-08-2015,East,1998.0,0.16,119.88,Tamil Nadu
,Hussain,Bakery,Cakes,Ooty,6/29/2016,East,768.0,0.26,299.52,Tamil Nadu
OD1048,Ramesh,,Atta & Flour,Perambalur,11/14/2017,East,,0.25,51.03,Tamil Nadu
OD1050,Jackson,Snacks,,Vellore,10-04-2015,East,842.0,0.11,370.48,Tamil Nadu
OD1051,Peer,Bakery,Breads & Buns,Karur,3/26/2018,East,1838.0,0.14,257.32,Tamil Nadu
OD1052,Vidya,Oil & Masala,Spices,Coimbatore,,East,681.0,0.28,81.72,Tamil Nadu
OD1053,James,,Edible Oil & Ghee,Karur,11/20/2018,East,1733.0,,,Tamil Nadu
OD1054,Yusuf,Oil & Masala,Masalas,Ooty,02-11-2018,East,1678.0,,755.1,Tamil Nadu
OD1056,Willams,,Health Drinks,Pudukottai,12-10-2018,East,,0.22,294.35,Tamil Nadu
OD1059,Verma,Beverages,Health Drinks,Dindigul,9/16/2018,East,,0.31,47.46,
,Sudha,Bakery,Biscuits,Tirunelveli,12-01-2018,East,1436.0,,516.96,
OD1061,,,,Pudukottai,12-10-2018,East,2464.0,0.35,837.76,Tamil Nadu
OD1063,Shree,,,Krishnagiri,,East,601.0,0.22,246.41,
OD1064,Jonas,Fruits & Veggies,Organic Fruits,Ramanadhapuram,07-11-2016,East,1482.0,,548.34,Tamil Nadu
OD1065,Sheeba,Oil & Masala,Spices,Trichy,9/14/2018,East,1495.0,0.18,,Tamil Nadu
,,Fruits & Veggies,Organic Fruits,Virudhunagar,11/23/2018,East,1939.0,0.1,135.73,Tamil Nadu
